danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.353,0.822,1,-9.921,1,0.0667,0.00796,0.00108,0.192,0.495,114.21,audio_features,2M39Q7j8nPEUDFbI9N7dYv,spotify:track:2M39Q7j8nPEUDFbI9N7dYv,https://api.spotify.com/v1/tracks/2M39Q7j8nPEUDFbI9N7dYv,https://api.spotify.com/v1/audio-analysis/2M39Q7j8nPEUDFbI9N7dYv,114707,4
0.476,0.963,1,-6.258,1,0.139,4.48e-05,0.479,0.166,0.252,129.946,audio_features,0vlo6k6PqNwbv1SmbLV97T,spotify:track:0vlo6k6PqNwbv1SmbLV97T,https://api.spotify.com/v1/tracks/0vlo6k6PqNwbv1SmbLV97T,https://api.spotify.com/v1/audio-analysis/0vlo6k6PqNwbv1SmbLV97T,168808,4
0.443,0.948,5,-3.654,0,0.169,3.72e-06,0.91,0.338,0.181,120.06,audio_features,51pBel9yJzWR66yat6uI2t,spotify:track:51pBel9yJzWR66yat6uI2t,https://api.spotify.com/v1/tracks/51pBel9yJzWR66yat6uI2t,https://api.spotify.com/v1/audio-analysis/51pBel9yJzWR66yat6uI2t,97560,4
0.257,0.972,4,-6.734,0,0.163,1.52e-06,0.000169,0.386,0.156,122.905,audio_features,3V6k7fVQ2phgL8GrYFv8d9,spotify:track:3V6k7fVQ2phgL8GrYFv8d9,https://api.spotify.com/v1/tracks/3V6k7fVQ2phgL8GrYFv8d9,https://api.spotify.com/v1/audio-analysis/3V6k7fVQ2phgL8GrYFv8d9,89787,1
0.311,0.881,2,-12.787,1,0.0476,1.24e-05,0.158,0.223,0.46,165.142,audio_features,3Qq08meHcEtnciS6oQxXMJ,spotify:track:3Qq08meHcEtnciS6oQxXMJ,https://api.spotify.com/v1/tracks/3Qq08meHcEtnciS6oQxXMJ,https://api.spotify.com/v1/audio-analysis/3Qq08meHcEtnciS6oQxXMJ,202613,3
0.267,0.988,7,-5.057,1,0.0962,4.04e-05,0.00285,0.318,0.151,89.575,audio_features,6ELePWpAnvr6YueTV3JlIu,spotify:track:6ELePWpAnvr6YueTV3JlIu,https://api.spotify.com/v1/tracks/6ELePWpAnvr6YueTV3JlIu,https://api.spotify.com/v1/audio-analysis/6ELePWpAnvr6YueTV3JlIu,309693,4
0.166,0.907,7,-6.485,1,0.0636,5.29e-06,0.68,0.389,0.0374,129.966,audio_features,2J1kGc0WJ65uYhgMNOkOWX,spotify:track:2J1kGc0WJ65uYhgMNOkOWX,https://api.spotify.com/v1/tracks/2J1kGc0WJ65uYhgMNOkOWX,https://api.spotify.com/v1/audio-analysis/2J1kGc0WJ65uYhgMNOkOWX,108120,5
0.592,0.847,5,-5.381,1,0.0775,3.22e-05,0.814,0.209,0.346,119.975,audio_features,3oZmZsvznZpbuT95oYOM9g,spotify:track:3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/tracks/3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/audio-analysis/3oZmZsvznZpbuT95oYOM9g,136400,4
0.266,0.961,2,-4.757,1,0.0843,6.61e-06,0.181,0.308,0.459,112.026,audio_features,0rPmYSNIPreZsk73h4igxx,spotify:track:0rPmYSNIPreZsk73h4igxx,https://api.spotify.com/v1/tracks/0rPmYSNIPreZsk73h4igxx,https://api.spotify.com/v1/audio-analysis/0rPmYSNIPreZsk73h4igxx,253773,4
0.552,0.929,7,-4.653,1,0.0496,0.000102,0.415,0.466,0.351,141.012,audio_features,1RLCjcRrPLdFobNnty5Nfd,spotify:track:1RLCjcRrPLdFobNnty5Nfd,https://api.spotify.com/v1/tracks/1RLCjcRrPLdFobNnty5Nfd,https://api.spotify.com/v1/audio-analysis/1RLCjcRrPLdFobNnty5Nfd,168750,4
0.592,0.847,5,-5.381,1,0.0775,3.22e-05,0.814,0.209,0.346,119.975,audio_features,3oZmZsvznZpbuT95oYOM9g,spotify:track:3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/tracks/3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/audio-analysis/3oZmZsvznZpbuT95oYOM9g,136400,4
0.583,0.726,9,-8.623,1,0.036,0.00044,0.834,0.369,0.221,132.065,audio_features,4UXM6z4I5PbnJMEP9RRAay,spotify:track:4UXM6z4I5PbnJMEP9RRAay,https://api.spotify.com/v1/tracks/4UXM6z4I5PbnJMEP9RRAay,https://api.spotify.com/v1/audio-analysis/4UXM6z4I5PbnJMEP9RRAay,92264,4
0.284,0.989,5,-3.08,1,0.147,0.000285,0.554,0.044,0.0545,132.653,audio_features,2bKAcoRHegsLB6uar6Ak09,spotify:track:2bKAcoRHegsLB6uar6Ak09,https://api.spotify.com/v1/tracks/2bKAcoRHegsLB6uar6Ak09,https://api.spotify.com/v1/audio-analysis/2bKAcoRHegsLB6uar6Ak09,176587,3
0.409,0.976,0,-4.091,0,0.29,5.4e-06,0.585,0.0823,0.0653,119.957,audio_features,1oazD67Vjp39I8cptdhgel,spotify:track:1oazD67Vjp39I8cptdhgel,https://api.spotify.com/v1/tracks/1oazD67Vjp39I8cptdhgel,https://api.spotify.com/v1/audio-analysis/1oazD67Vjp39I8cptdhgel,112173,4
0.514,0.963,11,-4.427,0,0.0665,1.72e-05,0.361,0.0547,0.356,105.04,audio_features,6Jox8JjAXLr8fvPXwaZMRg,spotify:track:6Jox8JjAXLr8fvPXwaZMRg,https://api.spotify.com/v1/tracks/6Jox8JjAXLr8fvPXwaZMRg,https://api.spotify.com/v1/audio-analysis/6Jox8JjAXLr8fvPXwaZMRg,183705,4
0.592,0.847,5,-5.381,1,0.0775,3.22e-05,0.814,0.209,0.346,119.975,audio_features,3oZmZsvznZpbuT95oYOM9g,spotify:track:3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/tracks/3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/audio-analysis/3oZmZsvznZpbuT95oYOM9g,136400,4
0.399,0.996,3,-3.663,0,0.163,1.12e-05,0.639,0.484,0.177,109.919,audio_features,0CD4sS9PEEORZqImgLAqpd,spotify:track:0CD4sS9PEEORZqImgLAqpd,https://api.spotify.com/v1/tracks/0CD4sS9PEEORZqImgLAqpd,https://api.spotify.com/v1/audio-analysis/0CD4sS9PEEORZqImgLAqpd,63083,4
0.456,0.988,1,-3.716,1,0.145,6.93e-05,0.0633,0.36,0.12,129.972,audio_features,4LS1ehELYubn5bsJ6QnOsF,spotify:track:4LS1ehELYubn5bsJ6QnOsF,https://api.spotify.com/v1/tracks/4LS1ehELYubn5bsJ6QnOsF,https://api.spotify.com/v1/audio-analysis/4LS1ehELYubn5bsJ6QnOsF,90933,4
0.475,0.394,0,-9.567,0,0.0333,0.226,0.513,0.134,0.0376,82.437,audio_features,1493hqdP6xYleQzIgJAEVq,spotify:track:1493hqdP6xYleQzIgJAEVq,https://api.spotify.com/v1/tracks/1493hqdP6xYleQzIgJAEVq,https://api.spotify.com/v1/audio-analysis/1493hqdP6xYleQzIgJAEVq,106000,4
0.454,0.943,1,-4.543,0,0.0813,0.00045,0.206,0.303,0.12,101.706,audio_features,7CqxbQZNgiXlkryKzWLh6I,spotify:track:7CqxbQZNgiXlkryKzWLh6I,https://api.spotify.com/v1/tracks/7CqxbQZNgiXlkryKzWLh6I,https://api.spotify.com/v1/audio-analysis/7CqxbQZNgiXlkryKzWLh6I,145173,4
0.386,0.684,0,-7.734,1,0.0346,0.00318,0.871,0.45,0.671,120.132,audio_features,3jq4BhTv3jubC0Rn1YbuoJ,spotify:track:3jq4BhTv3jubC0Rn1YbuoJ,https://api.spotify.com/v1/tracks/3jq4BhTv3jubC0Rn1YbuoJ,https://api.spotify.com/v1/audio-analysis/3jq4BhTv3jubC0Rn1YbuoJ,82165,4
0.449,0.998,6,-5.655,0,0.151,9.61e-06,0.552,0.0476,0.234,106.065,audio_features,52yZXWLqP8OjIoBimiURqq,spotify:track:52yZXWLqP8OjIoBimiURqq,https://api.spotify.com/v1/tracks/52yZXWLqP8OjIoBimiURqq,https://api.spotify.com/v1/audio-analysis/52yZXWLqP8OjIoBimiURqq,165187,4
0.331,0.836,7,-7.94,1,0.103,3.03e-06,0.841,0.247,0.105,119.941,audio_features,23gAPoTh44ugz8ltzuz85I,spotify:track:23gAPoTh44ugz8ltzuz85I,https://api.spotify.com/v1/tracks/23gAPoTh44ugz8ltzuz85I,https://api.spotify.com/v1/audio-analysis/23gAPoTh44ugz8ltzuz85I,68000,4
0.45,0.981,8,-5.829,1,0.151,3.13e-06,0.876,0.192,0.197,132.096,audio_features,0CgfTUqZ5Rmh2xYDUXcLr6,spotify:track:0CgfTUqZ5Rmh2xYDUXcLr6,https://api.spotify.com/v1/tracks/0CgfTUqZ5Rmh2xYDUXcLr6,https://api.spotify.com/v1/audio-analysis/0CgfTUqZ5Rmh2xYDUXcLr6,152137,4
0.592,0.847,5,-5.381,1,0.0775,3.22e-05,0.814,0.209,0.346,119.975,audio_features,3oZmZsvznZpbuT95oYOM9g,spotify:track:3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/tracks/3oZmZsvznZpbuT95oYOM9g,https://api.spotify.com/v1/audio-analysis/3oZmZsvznZpbuT95oYOM9g,136400,4
