,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
353,0.4583333333333333,0.24314449414792572,0.0,0.8224650051212019,0.8419888444124155,0.5454545454545454,0.7197899283400413,0.0,0.11423076923076923,0.14387031408308004,0.0,0.3080792526434658,0.8109660574412533,0.37953605512621374
1075,0.0,0.2230247972710746,0.0,0.6198930237851372,0.7399816427039749,0.7272727272727273,0.7343673309119467,1.0,0.020769230769230762,0.3454913880445796,2.111225540679712e-05,0.08633610512267734,0.4924281984334203,0.42823812172000947
208,0.47916666666666663,0.22389290601956818,0.0,0.2818937066120405,0.6859778300348005,0.6363636363636364,0.6886718366545599,1.0,0.03596153846153846,0.013373860182370821,0.0,0.34503644389693056,0.35979112271540464,0.6068358039132964
613,0.4375,0.14268260922850667,0.0,0.7905997496301355,0.7109795951594182,0.6363636363636364,0.6316874447825661,1.0,0.30961538461538457,0.23100303951367784,0.0,0.1181603531464942,0.9958224543080938,0.2492824770999929
2090,0.35416666666666663,0.3050355413934677,0.0,0.33196767952657336,0.9589971051956268,0.36363636363636365,0.8820064788455876,1.0,0.12884615384615383,0.0017426545086119555,0.0,0.07083461656914075,0.21671018276762402,0.5582935419742907
2099,0.3333333333333333,0.21370539452989357,0.0,0.33082963468760673,0.8649904683270638,0.09090909090909091,0.559487582212624,1.0,0.10942307692307691,0.013779128672745694,0.0025128733264675593,0.051432091161071766,0.5383812010443865,0.21972500815003743
1498,0.0,0.28462604939028124,0.0,0.5709570957095711,0.7219803718142501,0.6363636363636364,0.6525473642878179,1.0,0.018653846153846146,0.10233029381965554,2.914521112255407e-05,0.9650959860383944,0.24595300261096606,0.25715765048804334
1135,0.03125,0.2379537144841391,0.0,0.6733811312165701,0.6549756412802744,0.18181818181818182,0.5320506527927751,1.0,0.0050000000000000044,0.2198581560283688,0.0002801235839340886,0.029052458679807002,0.8945169712793734,0.4710657692037253
2880,0.21875,0.28718058704577487,1.0,0.2568567201547741,0.9579970345906421,0.9090909090909092,0.7895847648964367,1.0,0.27884615384615385,0.0008125633232016212,0.02368692070030896,0.1602504876296068,0.05211488250652742,0.5684123727155925
2078,0.6145833333333333,0.2794186735298323,0.0,0.2215773301468078,0.9539967521707032,0.7272727272727273,0.8480416216746836,1.0,0.14326923076923076,5.866261398176292e-05,0.2996910401647786,0.11097423262498718,0.14882506527415143,0.2973389328884371
57,0.4895833333333333,0.21446881957636293,0.0,0.7189029247752363,0.5409675923120173,0.4545454545454546,0.6118582507116914,1.0,0.041923076923076924,0.5724417426545086,1.5242018537590114e-06,0.23211169284467717,0.6637075718015666,0.5684571180189337
2483,0.23958333333333331,0.3279816982249729,0.0,0.3080687379082736,0.9679977406404892,0.09090909090909091,0.7905173260037304,0.0,0.12192307692307693,1.043566362715299e-06,0.7878475798146242,0.29781336618417004,0.01577023498694517,0.506491265077569
811,0.41666666666666663,0.2949425005617174,0.0,0.4969841811767383,0.6599759943051979,0.6363636363636364,0.6533817610680279,0.0,0.018269230769230774,0.13272543059777103,1.7198764160659117e-06,0.9692023406221127,0.37963446475195817,0.20818071988800885
2195,0.28125,0.22905049329003002,0.0,0.26709912370547395,0.9729980936654128,0.0,0.7981741435162463,1.0,0.5903846153846154,0.00036271529888551166,0.06529351184346036,0.24135099065804336,0.227154046997389,0.34887273796511137
561,0.4375,0.3244403251833241,0.0,0.48901786730397173,0.8019860202130271,0.18181818181818182,0.5990968881908316,1.0,0.06903846153846153,0.5146909827760892,0.008558187435633368,0.0830510214557027,0.9550913838120104,0.759493994541073
2943,0.21875,0.2449828420859121,0.0,0.2272675543416411,0.7439819251239137,0.18181818181818182,0.5439285363698833,1.0,0.02884615384615384,0.010536980749746707,0.8640576725025747,0.49389179755671914,0.06318537859007832,0.6195179013174297
229,0.46875,0.22440355822456443,0.0,0.5129168089222716,0.4009577076141576,0.8181818181818182,0.4869441444978896,1.0,0.008846153846153844,0.7011144883485309,0.0,0.07237449953803511,0.3535248041775456,0.21581938238697013
2509,0.23958333333333331,0.6303465285863105,0.0,0.2523045407989075,0.8369884913874919,0.4545454545454546,0.7720133503484834,1.0,0.1596153846153846,0.0007183383991894631,0.0607621009268795,0.07719946617390412,0.06026109660574412,0.42264495880236
1721,0.0,0.11352436832322242,1.0,0.8236030499601685,0.5499682277568797,0.8181818181818182,0.8502994011976048,1.0,0.02211538461538462,0.18541033434650456,0.0,0.026178010471204192,0.7295039164490861,0.37659564947807794
2179,0.29166666666666663,0.2758236820066589,0.0,0.534539660862638,0.992999505765107,1.0,0.8755276332580741,1.0,0.15000000000000002,0.0006747720364741642,0.780638516992791,0.07329842931937174,0.1404699738903394,0.4087930913251641
1450,0.8333333333333333,0.18459055906203403,0.0,0.7177648799362696,0.6829776182198464,0.7272727272727273,0.7188082850692059,0.0,0.01096153846153846,0.15805471124620063,2.389289392378991e-05,0.2618827635766349,0.645953002610966,0.4409713566136754
1234,0.0,0.23785158404313989,0.0,0.6460680550813702,0.6959785360846475,0.6363636363636364,0.7276921566702661,0.0,0.016346153846153844,1.9554204660587644e-05,0.005715756951596293,0.37172774869109954,0.7368146214099216,0.4790751785017993
1071,0.0,0.11886068386543293,0.0,0.4412199840673723,0.447961026048439,0.4545454545454546,0.6204967114950428,1.0,0.014038461538461541,0.1540020263424519,0.0,0.19720767888307156,0.14778067885117493,0.3652942642913302
2849,0.22916666666666666,0.30158097922666827,0.0,0.29555024467964036,0.8639903977220792,0.18181818181818182,0.7644056149995093,1.0,0.24230769230769228,0.0002198581560283688,0.039237899073120495,0.23519145878246586,0.3284595300261096,0.34098478020467776
1037,0.03125,0.3185346324325428,0.0,0.6688289518607033,0.8049862320279813,0.36363636363636365,0.7425149700598803,0.0,0.01730769230769231,0.03880445795339413,0.0025128733264675593,0.30191972076788837,0.5070496083550914,0.3350400470464903
889,0.4270833333333333,0.2657331944359336,0.0,0.6164788892682372,0.9309951282560549,1.0,0.7947874742318642,0.0,0.02903846153846154,0.005217831813576495,0.01184346035015448,0.11097423262498718,0.5550913838120105,0.2810452502860504
1053,0.65625,0.22708958882284452,0.0,0.6870376692841699,0.4729627911730568,0.7272727272727273,0.5537940512417788,1.0,0.007115384615384621,0.8530901722391084,0.03326467559217302,0.1530643671080998,0.5749347258485639,0.26799240608280434
707,0.41666666666666663,0.1524207467777846,0.0,0.8759531125526346,0.3549544597848608,0.4545454545454546,0.6841562776087171,0.0,0.031153846153846143,0.8652482269503546,0.0,0.08838928241453649,0.5916449086161879,0.42347594300726793
424,0.4583333333333333,0.21880425679678084,0.0,0.5470581540912713,0.4879638502478275,0.8181818181818182,0.5593894178855404,1.0,0.0009615384615384651,0.27760891590678827,0.0011328527291452112,0.41895082640386,0.1404699738903394,0.23608261261434021
69,0.5104166666666666,0.224454623445064,0.0,0.45829065665187213,0.8029860908180118,0.4545454545454546,0.6538235005399039,0.0,0.03326923076923077,0.03829787234042553,1.0607621009268796e-06,0.17667590596448005,0.3984334203655352,0.3529381683829687
2249,0.28125,0.3483388483771473,0.0,0.3080687379082736,0.9359954812809785,0.6363636363636364,0.7685285167370178,1.0,0.13846153846153847,0.001540020263424519,1.678681771369722e-05,0.10070834616569142,0.16031331592689294,0.4795673768385526
2535,0.22916666666666666,0.11774618542802869,0.0,0.35472857630590643,0.8449890562273696,0.5454545454545454,0.5815254736428783,1.0,0.06942307692307692,0.0013677811550151977,0.5602471678681772,0.37583410327481787,0.4527415143603133,0.3304057120575808
2839,0.22916666666666666,0.23249101252119203,0.0,0.26596107886650733,0.9909993645551376,0.6363636363636364,0.8265927162069304,1.0,0.44807692307692304,3.2725430597771024e-06,0.8537590113285273,0.050918796838106975,0.16762402088772846,0.9414156135539915
2406,0.5104166666666666,0.16482831872868026,0.0,0.4912939569819051,0.9509965403557491,1.0,0.8099538627662708,1.0,0.08750000000000001,0.000740628166160081,0.0008166838311019568,0.10892105533312801,0.12480417754569188,0.2329760101252229
2963,0.21875,0.27693307392201316,0.0,0.4571526118129055,0.9609972464055963,0.0,0.8296848925100619,1.0,0.19038461538461537,3.3637284701114494e-05,0.6529351184346035,0.057283646442870345,0.16971279373368145,0.4082817164298362
2581,0.23958333333333331,0.1970160038401046,0.0,0.46398088084670536,0.9949996469750765,0.6363636363636364,0.9316776283498578,0.0,0.20769230769230768,0.00012462006079027357,0.0,0.169489785442973,0.28041775456919055,0.4877621595361829
2092,0.32291666666666663,0.43693700594399165,0.0,0.23523386821440767,0.8039861614229965,0.18181818181818182,0.6332580740159027,1.0,0.04057692307692308,5.785207700101317e-05,0.7909371781668384,0.15922389898367723,0.1289817232375979,0.44547784787875294
940,0.40625,0.3886203709377617,0.0,0.7314214180038694,0.7419817839139443,1.0,0.727299499361932,0.0,0.08442307692307692,0.6119554204660588,0.0,0.38507340108818405,0.8579634464751957,0.3510588656426384
620,0.4270833333333333,0.13853100680188735,0.0,0.7667008080118357,0.4139586254789588,0.5454545454545454,0.5811328163345441,0.0,0.0846153846153846,0.5906788247213779,0.0002605561277033986,0.0748383122882661,0.935248041775457,0.056979947711916945
2519,0.23958333333333331,0.19563724288661477,0.0,0.4969841811767383,0.992999505765107,0.9090909090909092,0.8060763718464711,1.0,0.3288461538461538,0.0004265450861195542,3.3161688980432547e-06,0.344009855251001,0.1362924281984334,0.5689429241694952
1196,0.010416666666666666,0.22935688461302772,0.0,0.6597245931489701,0.9319951988610397,0.4545454545454546,0.831795425542358,1.0,0.02384615384615385,0.04346504559270517,0.14109165808444904,0.07586490093419568,0.9916449086161878,0.4563637409630467
2067,0.6041666666666666,0.2609841289294687,0.0,0.21816319562990782,0.9699978818504587,0.4545454545454546,0.9115048591341908,0.0,0.12461538461538461,2.634245187436677e-06,0.042739443872296605,0.2731752386818602,0.231331592689295,0.33042488861615554
1032,0.0,0.22239924831995422,0.0,0.636963696369637,0.6099724640559624,0.36363636363636365,0.7040345538431334,1.0,0.01615384615384615,0.01884498480243161,0.0,0.1099476439790576,0.23028720626631852,0.46602872648474497
1505,0.8541666666666666,0.18130451212288334,0.0,0.7610105838170025,0.7909852435581952,0.09090909090909091,0.8049474820850104,1.0,0.1942307692307692,0.03890577507598784,0.0,0.14279848064880404,0.7671018276762401,0.32621883010208313
1576,0.0,0.10906509794309292,0.0,0.6267212928189371,0.5529684395718338,1.0,0.5768626681064102,1.0,0.018846153846153846,0.1094224924012158,0.0,0.03418540190945489,0.9916449086161878,0.5085431568450725
2130,0.3125,0.22392737504340543,1.0,0.42756344599977236,0.9979998587900306,0.6363636363636364,0.9460096201040543,1.0,0.26538461538461533,0.3191489361702128,1.905252317198764e-05,0.3460630325428601,0.05712793733681462,0.2829117686539974
2044,0.0,0.23485277896929957,0.0,0.09753044269944236,0.9459961873308255,0.6363636363636364,0.8079414940610583,1.0,0.14576923076923076,0.0024620060790273555,0.004572605561277035,0.15409095575402937,0.15613577023498695,0.792522420593067
1395,0.0,0.23420808056049186,0.0,0.548196198930238,0.770983831458501,0.36363636363636365,0.7154706979483656,1.0,0.009615384615384616,0.08946301925025331,0.0,0.025562057283646442,0.8684073107049608,0.3338319238562781
279,0.46875,0.3368491737647323,0.0,0.6062364857175373,0.9219944928111925,0.6363636363636364,0.7645037793265927,1.0,0.03692307692307692,0.021884498480243163,0.0015447991761071062,0.9702289292680423,0.7712793733681462,0.5817720418560353
1465,0.010416666666666666,0.30003114978450474,0.0,0.6995561625128032,0.853989691672232,0.8181818181818182,0.7871797388828901,0.0,0.012499999999999997,0.18135764944275584,1.2358393408856848e-06,0.08284570372651678,0.8161879895561358,0.4768570898933144
1503,0.8020833333333333,0.2773071266621729,0.0,0.3717992488904063,0.6379744409955344,0.9090909090909092,0.7614116030234614,1.0,0.09999999999999999,0.020263424518743668,7.88877445932029e-05,0.0687814392772816,0.7451697127937337,0.850473980606107
2282,0.29166666666666663,0.06793461609167228,1.0,0.4002503698645727,0.9239946340211619,0.18181818181818182,0.7889957789339355,1.0,0.10769230769230768,0.0014893617021276596,0.16992790937178168,0.47336002463812754,0.35874673629242815,0.33091069476671714
2838,0.21875,0.30282314071532157,0.0,0.26482303402754065,0.9889992233451682,0.5454545454545454,0.8209973495631688,1.0,0.3192307692307692,0.0002826747720364742,0.0016580844490216274,0.1397187147110153,0.059216710182767626,0.4408435128898434
2723,0.5104166666666666,0.4711851727025757,0.0,0.36838511437350635,0.8879920922417123,0.0,0.7432512025130069,1.0,0.041730769230769224,0.00024214792299898685,0.007291452111225541,0.07832871368442666,0.17702349869451697,0.10044681381479281
553,0.4270833333333333,0.22884623240803154,0.0,0.32400136565380677,0.26894838775617563,0.7272727272727273,0.46264847354471383,1.0,0.05538461538461538,0.8774062816616008,0.0,0.9743352838517606,0.21984334203655354,0.8315083641756316
834,0.40625,0.2501583021835488,0.0,0.643791965403437,0.7619831960136386,0.8181818181818182,0.7803573181505841,0.0,0.020000000000000004,0.6119554204660588,0.0,0.06529103788112103,0.7420365535248041,0.45652993780402823
962,0.3958333333333333,0.20209571664930448,0.0,0.6631387276658701,0.7299809366541278,0.18181818181818182,0.7578776872484541,1.0,0.13288461538461538,0.2634245187436677,2.0803295571575696e-05,0.37583410327481787,0.37232375979112264,0.46661680761437213
596,0.4375,0.262702473599281,0.0,0.6221691134630705,0.7589829841986845,0.5454545454545454,0.5326396387552764,0.0,0.11788461538461538,0.3323201621073962,3.5324407826982494e-05,0.1653834308592547,0.9080939947780678,0.25106589704744914
2451,0.5520833333333333,0.22267117061911473,0.0,0.5151928986002049,0.9319951988610397,0.6363636363636364,0.7569942083047021,0.0,0.07846153846153844,1.6717325227963527e-05,0.024098867147270858,0.14998460117031107,0.189556135770235,0.5369564244667318
802,0.4270833333333333,0.26842177829523867,0.0,0.6039603960396039,0.9489963991457796,0.18181818181818182,0.6672229311868068,1.0,0.07442307692307691,0.0010233029381965554,1.812564366632338e-05,0.6879170516374089,0.696083550913838,0.3830709340901682
2136,0.5520833333333333,0.4562575321200237,0.0,0.2762034824172072,0.6129726758709165,0.09090909090909091,0.5184058113281634,1.0,0.029615384615384613,0.2380952380952381,0.0005087538619979403,0.12431988502207167,0.21566579634464753,0.3921478384822393
