 ,index,node_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1311,1311,210,91311,37f4ITSlgPX81ad2EvmVQr,Rachel Platten,Wildfire,Fight Song,77,204013,False,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,4,rock
1312,1312,77,91312,3tiPg5GBES46MKezGsimcG,Bee Gees;SG Lewis,Weekend Baby,More Than A Woman - SG's Paradise Edit,2,357936,False,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,4,rock
1313,1313,34,91313,7sf0zAvyBwviecbfzmjqBv,Bee Gees,Disco Boogie Mood,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",9,196213,False,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4,rock
1314,1314,77,91314,6Xqzr8QjhCqUglo6JOmg5S,Bee Gees;SG Lewis,Pop Fun and Christmas Music 2022,More Than A Woman - SG's Paradise Edit,0,357936,False,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,4,rock
1315,1315,55,91315,3oaqIiIIu9KUrfqE4AeT93,Bastille,10's Music Grandi Successi,Pompeii,1,216760,False,0.68,0.711,9,-6.371,1,0.0414,0.0918,0.0,0.241,0.571,127.436,4,rock
1316,1316,55,91316,6jvqibwXzLFsU9aLcWfDwK,Bastille,Pop & Halloween,Snakes,0,197957,False,0.635,0.812,8,-4.724,1,0.0362,0.0576,0.0,0.135,0.486,137.976,4,rock
1317,1317,34,91317,3Dz8VohgvbYkf6OS99H0vT,Bryan Adams,Weihnachtssongs,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1318,1318,34,91318,3VkflrITuJJqaujM7jtOeh,Bryan Adams,Weihnachtslieder 2022,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1319,1319,34,91319,0teZhueymP3jVU4AXSqpkM,Bryan Adams,Christmas Best Hits 2022,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1320,1320,34,91320,2BHa53M6XzPMb3sBONBWG7,Bee Gees,Best Viral Tunes,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0,196213,False,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4,rock
1321,1321,34,91321,00ZGWtUFiGqWuFd7i4OeZV,Bryan Adams,Christmas Dinner 2022,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1322,1322,34,91322,590JYe8wv0UUaE0kEty4qa,Bryan Adams,Jingle Bell Rock 2022,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1323,1323,34,91323,4Ky2iE37SBYir2GVOsW69u,Bee Gees,Viral Şarkılar,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0,196213,False,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4,rock
1324,1324,34,91324,3C7nmDDHszTddjFpdPlBvw,Bryan Adams,Christmas Classics,Merry Christmas,1,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1325,1325,44,91325,7816irfzlAgs6ACKmCWg5C,Bryan Adams,Kick It,Summer Of '69,0,217493,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,rock
1326,1326,44,91326,02CMDD2zt4LyEdOaSwVNhy,Bryan Adams,Best Of Karneval,Summer Of '69,0,217493,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,rock
1327,1327,17,91327,1bOENKlPYEDXyH9kLFUsnj,Nickelback,Timeless Rock Hits,Animals,4,185906,False,0.569,0.963,7,-3.069,1,0.0593,0.000787,0.0256,0.22,0.82,76.995,4,rock
1328,1328,34,91328,13H3jef8bfXNHUab8NOem3,Bryan Adams,All I want For Christmas Is Music,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1329,1329,44,91329,2xIKC7clGKKhCwFnAuPtM6,Bryan Adams,Karneval 2022 100%,Summer Of '69,0,217493,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,rock
1330,1330,34,91330,7hB5Eudt5YyhxdBlKFE9pK,Bryan Adams,Santa Claus Is Coming To Town,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1331,1331,34,91331,4dxQJF9j2qXqZsJdW4Lg5y,Bryan Adams,Christmas Playlist 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1332,1332,34,91332,7gyzXunQxTRapIBtkIoG7K,Bryan Adams,Pop Christmas 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1333,1333,34,91333,6je1dnckDvoE04VJtC5zww,Bryan Adams,Weihnachtslieder 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1334,1334,44,91334,1zzwcBhUh3TqB2sVJWH84i,Bryan Adams,Rock Workout 2023,Summer Of '69,1,217493,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,rock
1335,1335,34,91335,5VaEDgy72bTbPnat9WHe5y,Bryan Adams,Best Christmas Playlist Ever 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1336,1336,34,91336,77cbT021iJvQpRXZAtw5ek,Bryan Adams,pov: you are walking in a winter wonderland,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1337,1337,17,91337,0FrFqoPT7JB0ezIU9g2OLC,Deftones,Metal,Ohms,0,250222,False,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,rock
1338,1338,34,91338,7cWD565NKIelWEJg9HcRd5,Bryan Adams,Jingle Bell Rock 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1339,1339,60,91339,2KH9tWMNpKRIfEJlx8FJbk,Bryan Adams,Rock n Roll Christmas,Joe And Mary,0,200440,False,0.639,0.896,9,-4.782,1,0.028,0.053,0.0,0.242,0.966,143.989,4,rock
1340,1340,17,91340,4nzIpIeHWiuFQnOV5ZELnj,Deftones,Metal Lives!,Ohms,0,250222,False,0.112,0.978,4,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,rock
1341,1341,34,91341,6Zmrewk5OEQNZxlkFpvTi3,Bryan Adams,All I Want For Christmas Is You,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1342,1342,34,91342,4wJSJfK4TpN34ijo6gWTmZ,Bryan Adams,pov: you are walking in a winter wonderland,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1343,1343,34,91343,4HdoM3ZRFpCqT0eKOZpUPO,Bryan Adams,Christmas Rock 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1344,1344,64,91344,5E5O3l8coDuDDy49J43W98,Bee Gees,Disco Boogie Mood,"Night Fever - From ""Saturday Night Fever"" Soundtrack",2,212800,False,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,4,rock
1345,1345,60,91345,3NTXSjiz2noWd7gbEqd9Yf,Bryan Adams,Christmas Rock 2022,Joe And Mary,0,200440,False,0.639,0.896,9,-4.782,1,0.028,0.053,0.0,0.242,0.966,143.989,4,rock
1346,1346,34,91346,4fvKqLGqlsj7giLICaxTXl,Julieta Venegas,Éxitos del Pop en Español de los Años 2000,Limón y Sal,0,205213,False,0.625,0.653,11,-5.967,1,0.0257,0.124,0.0,0.346,0.605,110.972,4,rock
1347,1347,64,91347,2wrthwkXNBuyKWd3chV33u,Bee Gees,Best Of Karneval,"Night Fever - From ""Saturday Night Fever"" Soundtrack",0,212800,False,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,4,rock
1348,1348,77,91348,34i7NHDEXFHbmbT8Zc9LRO,The Police,(70's) Seventies Collected Volume 2,Can't Stand Losing You - Remastered 2003,0,178426,False,0.736,0.793,2,-5.305,0,0.29,0.0633,0.000815,0.0531,0.912,141.96,4,rock
1349,1349,64,91349,3tgVp3M5fgSNhEUE1iMILQ,Bee Gees,Karneval 2022 100%,"Night Fever - From ""Saturday Night Fever"" Soundtrack",1,212800,False,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,4,rock
1350,1350,210,91350,4RCWB3V8V0dignt99LZ8vH,Plain White T's,All That We Needed,Hey There Delilah,80,232533,False,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4,rock
1351,1351,210,91351,3DamFFqW32WihKkTVlwTYQ,Owl City,Ocean Eyes,Fireflies,79,228346,False,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,rock
1352,1352,210,91352,23OXdR7YuUBVWh5hSnYJau,Twenty One Pilots,Trench,Chlorine,76,324466,False,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4,rock
1353,1353,210,91353,0dgrFwOa0RrFzWcM0azTzx,AJR,The Click,The Good Part,67,227266,False,0.287,0.473,5,-3.551,1,0.034,0.0858,4.4e-05,0.383,0.577,186.283,4,rock
1354,1354,210,91354,65gLJGey4u4KFFqoC5fzFJ,Kodaline,Politics of Living,Brother,77,203186,False,0.519,0.625,10,-5.909,1,0.0482,0.349,0.0,0.121,0.21,120.103,4,rock
1355,1355,197,91355,4kXkT9HF9ZfDjuv3LIKcwJ,Ankur Tewari;Prateek Kuhad;Dhruv Bhola;Nikhil Vasudevan,"Dil Beparvah (The Dewarists, Season 5)","Dil Beparvah - The Dewarists, Season 5",54,250000,False,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,3,rock
1356,1356,60,91356,0y3ISXx180Hs7MGMH2RUZN,Vance Joy,Hot Mix Pop,Catalonia,2,218306,False,0.399,0.801,4,-4.638,0,0.0544,0.32,0.0,0.308,0.696,199.792,4,rock
1357,1357,210,91357,5Hroj5K7vLpIG4FNCRIjbP,American Authors,"Oh, What A Life",Best Day Of My Life,79,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,rock
1358,1358,60,91358,2Z7jgbfY2gggLzTiwzGVUy,Vance Joy,rainy day indie,Catalonia,1,218306,False,0.399,0.801,4,-4.638,0,0.0544,0.32,0.0,0.308,0.696,199.792,4,rock
1359,1359,34,91359,1p9aRm4n7oG5hvPhREVHfh,Vance Joy,Comme un lundi,Riptide,1,204280,False,0.483,0.731,1,-6.696,1,0.0381,0.436,0.0,0.151,0.484,101.654,4,rock
1360,1360,7,91360,0S79nxCc3Ctvs4Rnz4Ohu7,Vance Joy,Tek It - New Noise,Clarity,0,227240,False,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,4,rock
1361,1361,34,91361,09dwCB0a9GrvSZloCCXqq3,Bryan Adams,Beste Weihnachtslieder,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1362,1362,34,91362,67qgsd4whaPzWZVZwqVHvZ,Bryan Adams,Weihnachten Playlist,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1363,1363,34,91363,1XTXpb4JcidFdrZtz7HlkQ,Bryan Adams,Christmas Songs 2022,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1364,1364,60,91364,1HLxLjywxg7Pyn0w6MxHjC,Vance Joy,20's Rock,Catalonia,0,218306,False,0.399,0.801,4,-4.638,0,0.0544,0.32,0.0,0.308,0.696,199.792,4,rock
1365,1365,210,91365,4u7EnebtmKWzUH433cf5Qv,Queen,A Night At The Opera (2011 Remaster),Bohemian Rhapsody - Remastered 2011,82,354320,False,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4,rock
1366,1366,17,91366,3RJLtCGaNscT6SBfuIvlQE,Bryan Adams,80s Bangers Vol. 2,Run To You,1,233373,False,0.559,0.863,4,-4.704,1,0.0267,0.00229,8.29e-06,0.201,0.646,126.417,4,rock
1367,1367,77,91367,6PL07DkNaAqFPbJBbIX1ZY,Vance Joy,Feeling Good - Adult Pop Favorites,Bonnie & Clyde,0,194080,False,0.714,0.611,0,-5.448,1,0.0367,0.891,0.011,0.0969,0.412,117.872,4,rock
1368,1368,34,91368,75hT0hvlESnDJstem0JgyR,Bryan Adams,All I Want For Christmas Is You,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1369,1369,34,91369,3AcPAEsILGtsyht7FYxlyj,Bryan Adams,Rockin' Around The Christmas Tree 2022,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1370,1370,34,91370,7ujmpF0vCLlFJJBPmiFXQR,Bryan Adams,Christmas Songs 2022,Christmas Time,1,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1371,1371,44,91371,077QV0UtmRfVEw6kFvminm,Bryan Adams,90's Music Grandi Successi,(Everything I Do) I Do It For You,2,394133,False,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,4,rock
1372,1372,34,91372,4QKt4JmQK1x791t5MSCnFP,Bryan Adams,Christmas Dinner 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1373,1373,34,91373,17OzwixEJc4MEjKjF2KSSu,Bryan Adams,World's Best Christmas Playlist,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
1374,1374,34,91374,0PrJoHwj4r5x4bWOZ03JNT,Bryan Adams,Holidays Are Coming,Christmas Time,1,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1375,1375,34,91375,1pJGUidC2jhNw3FDEUTQDk,Bryan Adams,Rockin' Around The Christmas Tree 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1376,1376,7,91376,0RL2WXAISzvSDcwnwssLhA,Vance Joy,Your Perfect Soundtrack,Clarity,0,227240,False,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,4,rock
1377,1377,64,91377,4b4ETAnCPzuL71IhujRpdW,Bryan Adams,Del gusto de mamá,Let's Make A Night To Remember,0,378906,False,0.47,0.621,0,-6.763,1,0.0253,0.206,0.000725,0.135,0.396,175.906,4,rock
1378,1378,60,91378,4kLIAQN2z1Uh0NvpNgz6jF,KISS,Rock & Halloween,Rock And Roll All Nite,2,175853,False,0.54,0.926,1,-6.205,1,0.162,0.0191,0.0,0.651,0.686,144.8,4,rock
1379,1379,44,91379,6QDAJvROnF636DZ5ApeIuR,KISS,Rock & Halloween,Hell Or High Water,1,207066,False,0.57,0.939,5,-7.177,0,0.0701,0.155,0.0,0.633,0.538,117.322,4,rock
1380,1380,17,91380,5oJgIQPvytf2nR7WX3vZLn,Weezer,Tek It - New Noise,Records,0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,rock
1381,1381,34,91381,2sZMAPtp2A8KTz46crglF7,Bryan Adams,World's Best Christmas Playlist,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1382,1382,34,91382,6HUOCgFiY7Zl58vyDQODa0,Bryan Adams,Weihnachten Playlist,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1383,1383,34,91383,5eS9JgnPXrYmU5azR9ySjQ,Bryan Adams,pov: you have a holly jolly christmas,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1384,1384,34,91384,0WFDWE62iqLfv494WchIFr,Bryan Adams,Christmas Classics,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1385,1385,34,91385,4doxKRgGXvYxIMBcFVQ1X6,Bryan Adams,Weihnachten Musik,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1386,1386,44,91386,2pmkQDRNQhwqjy5zEiffjU,Bryan Adams,Karneval Klassiker,Summer Of '69,0,217493,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,rock
1387,1387,34,91387,2JjAZwcKJjmuwDZSiw4PEj,Bryan Adams,Christmas Best Hits 2022,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1388,1388,34,91388,2hmvQvru8BNa9ORSJZfchd,Bryan Adams,Beste Weihnachtslieder,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
1389,1389,34,91389,4LgWrfYiwdstak9a4i6DZw,KISS,Rock & Halloween,Detroit Rock City - Edit,1,215527,False,0.521,0.954,5,-3.556,1,0.0909,0.0295,5.02e-05,0.25,0.45,90.545,4,rock
1390,1390,17,91390,2LGj1sOH9OEN5y1fF3TPoL,The Smiths,Alternative Rock Mixtape,How Soon Is Now?,1,408173,False,0.398,0.93,11,-6.76,1,0.0599,0.000854,0.121,0.0874,0.73,190.84,4,rock
1391,1391,17,91391,61c2cPZd0ZZr7W2X5d0bUR,Weezer,Rock Workout 2023,Buddy Holly,2,159226,False,0.555,0.921,8,-4.606,1,0.0369,0.00264,0.000205,0.117,0.775,121.141,4,rock
1392,1392,17,91392,6mopp3XBL0cu6odV7RhVWy,KISS,Halloween Metal Nights,Creatures Of The Night,1,242533,False,0.497,0.983,5,-5.19,0,0.109,8.3e-05,0.0145,0.119,0.0693,121.397,4,rock
1393,1393,34,91393,2MCUHzFEXf39cyzcNyKw7B,Weezer;AJR,All Out Alternative,All My Favorite Songs,0,170720,False,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,rock
1394,1394,60,91394,30NeE5qu2FrSkXQMra1WED,KISS,Rock Workout 2023,Rock And Roll All Nite,1,175853,False,0.54,0.926,1,-6.205,1,0.162,0.0191,0.0,0.651,0.686,144.8,4,rock
1395,1395,34,91395,3SwBBFgL0XMK9u0v9H6aXq,KISS,Best 70s Rock Tunes,Shandi,0,216866,False,0.533,0.771,4,-6.512,1,0.028,0.0883,0.0,0.0428,0.853,103.262,4,rock
1396,1396,4,91396,4x0syYhWwD6zafzXsQXa1t,KISS,80s Bangers Vol. 2,Heaven's On Fire,1,200933,False,0.627,0.909,0,-4.731,1,0.0658,0.000957,7.03e-05,0.336,0.697,124.313,4,rock
1397,1397,44,91397,4M8ak2tOeQBos27ReHNtX2,The Smiths,Timeless Rock Hits,Bigmouth Strikes Again,2,193320,False,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,4,rock
1398,1398,17,91398,08k0JhCj8oJLB7Xuclr57s,Weezer,Fiesta temática 90s,My Name Is Jonas,1,206120,False,0.261,0.947,11,-3.031,1,0.0487,0.000193,0.00326,0.31,0.552,185.942,3,rock
1399,1399,34,91399,2XtsxK4mneUrhNHTRs1ZVQ,The Offspring,90's Music Grandi Successi,Why Don't You Get A Job,2,172466,True,0.766,0.882,5,-4.477,1,0.0713,0.0675,2.59e-06,0.281,0.547,107.933,4,rock
1400,1400,210,91400,7LHAKF7pBqHch8o6Yo0ad5,RADWIMPS;Toaka,Suzume,Suzume,68,236390,False,0.571,0.415,2,-6.572,0,0.0305,0.615,0.0,0.187,0.342,78.025,4,rock
1401,1401,210,91401,7zwn1eykZtZ5LODrf7c0tS,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,83,153000,False,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4,rock
1402,1402,210,91402,7DcJ6fEBb7BaKuYKTwiDxK,Mild High Club,Skiptracing,Homage,78,177493,False,0.546,0.465,5,-8.167,1,0.0287,0.153,0.00259,0.321,0.415,73.369,4,rock
1403,1403,158,91403,2FGBAvdswjz67iMGUXgBZD,Faridkot;Amar Jalal,Equals Sessions (Season 1),Nasha (Equals Sessions),53,287573,False,0.78,0.46,6,-7.516,1,0.0851,0.455,0.000141,0.061,0.788,124.007,4,rock
1404,1404,210,91404,6fNhZRFEkBfgW39W3wKARJ,Bastille,Bad Blood,Pompeii,76,214147,False,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4,rock
1405,1405,135,91405,6vFsBXYczYsP0H3lgunZOm,Beach Bunny,Honeymoon,Cloud 9,79,147350,False,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,4,rock
1406,1406,210,91406,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,83,160133,False,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,4,rock
1407,1407,210,91407,7uCBGNn991AM68fR4tSDco,The Score,Carry On,Born For This,68,237375,False,0.411,0.675,5,-6.251,0,0.0591,0.063,0.0,0.092,0.545,130.134,4,rock
1408,1408,34,91408,5nKncxmtPde9s0y6ufIvZL,Juanes,Pop x siempre,Mis Planes Son Amarte,0,210520,False,0.611,0.509,9,-9.382,1,0.127,0.69,2.64e-06,0.0855,0.425,90.168,4,rock
1409,1409,34,91409,6zXIHlO14bCskjwzMmo1qL,Juanes,noches de lluvia,Mis Planes Son Amarte,0,210520,False,0.611,0.509,9,-9.382,1,0.127,0.69,2.64e-06,0.0855,0.425,90.168,4,rock
1410,1410,55,91410,3LU6ONGkC6ckczjHityatd,Juanes,Halloween 2022 Pop Vol. 5,Es Por Ti,1,251120,False,0.694,0.761,4,-6.066,1,0.0263,0.176,3.63e-05,0.123,0.866,129.953,4,rock
1411,1411,55,91411,1ihSSnA4d0dcxQouy7gtNJ,Juanes,Retro Baladas,Es Por Ti,0,251120,False,0.694,0.761,4,-6.066,1,0.0263,0.176,3.63e-05,0.123,0.866,129.953,4,rock
1412,1412,17,91412,6Byuke1Ac5qWJHFgzu7byM,Weezer,Rock - Best of 2022,Records,4,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,rock
1413,1413,34,91413,5h2KtePTFGLYjtNTy0cQ4c,Juanes,Pop x siempre,Esto No Acaba,0,161880,False,0.77,0.657,0,-7.658,1,0.0386,0.4,5.89e-05,0.29,0.846,92.008,4,rock
1414,1414,60,91414,7yI7YDsXGrwUX8sFTXXnVV,Weezer,Los Clásicos del Pop 90s,Say It Ain't So,1,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,rock
1415,1415,60,91415,6WwoaXSpEJ75vG1t674Cmm,Weezer,Fishing Music,Say It Ain't So,0,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,rock
1416,1416,60,91416,3qmncUJvABe0QDRwMZhbPt,Weezer,90's Music Grandi Successi,Say It Ain't So,2,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,rock
1417,1417,34,91417,5HS5L6qK1cbjsnuU4QVilK,Juanes,Pop x siempre,Es Tarde,0,209613,False,0.787,0.785,6,-6.768,0,0.0737,0.144,0.0,0.0596,0.734,97.021,4,rock
1418,1418,60,91418,6VDdsnE5y6OYV9UTyvv8p6,Juanes,Halloween 2022 Pop Vol. 1,Vía Láctea,0,213186,False,0.671,0.575,7,-8.998,1,0.0575,0.0046,0.000217,0.123,0.647,160.976,4,rock
1419,1419,60,91419,09iCpaYbvahbcxv8GR0BfS,Juanes;Kali Uchis,Carrete con besties,El Ratico,0,166506,False,0.665,0.689,11,-7.344,0,0.0511,0.111,0.0,0.0657,0.782,177.879,4,rock
1420,1420,17,91420,2q9STTSwMoEVLyvlNZyOdA,Weezer,Rock Brandneu,Records,0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,rock
1421,1421,17,91421,65mksf4l4ShgosppsGHoVR,Weezer,90's Music Grandi Successi,Buddy Holly,0,159226,False,0.555,0.921,8,-4.606,1,0.0369,0.00264,0.000205,0.117,0.775,121.141,4,rock
1422,1422,60,91422,3S7NB9yGDk4HjbHxkqzgK8,Juanes;Christian Nodal,Hora del taco sin auto,Tequila,1,159546,False,0.757,0.688,9,-4.546,1,0.112,0.226,0.0,0.237,0.704,155.994,4,rock
1423,1423,64,91423,7cEZSmCRCiOU1nsCuAtx0F,Weezer,Mirando las nubes,Island In The Sun,1,200053,False,0.654,0.794,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,4,rock
1424,1424,60,91424,1cbCEtcGU25HvwMrZDPqJy,Juanes,Pop x siempre,Nada Valgo Sin Tu Amor,1,195093,False,0.595,0.655,0,-4.277,1,0.026,0.155,0.0,0.265,0.364,153.866,4,rock
1425,1425,44,91425,1l1ra0gsPlpnDOc4HdkKZU,Weezer,Emo Christmas 2022,O Come All Ye Faithful,1,124653,False,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,rock
1426,1426,60,91426,2Nmgl5ms85CE90Yu4lm8jL,Weezer,Alternative Christmas 2022,O Holy Night,0,244306,False,0.173,0.609,3,-7.724,1,0.0482,0.359,0.0,0.1,0.0988,197.819,3,rock
1427,1427,34,91427,03I89EqsberXEAapUd1yWu,Weezer;AJR,Here to Forever - All New Indie,All My Favorite Songs,0,170720,False,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,rock
1428,1428,55,91428,0N8d25eR5OMLON40UYIukg,Juanes,tardes tranqui,Dancing In The Dark,1,244680,False,0.629,0.486,8,-8.198,1,0.0305,0.497,0.0,0.117,0.382,122.011,4,rock
1429,1429,17,91429,11oRhYmKwkh6iUTC521TSk,Weezer,Top of the Rock,Records,0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,rock
1430,1430,60,91430,28mo8mRalwfDoTL0iNvsBM,Juanes,Pop x siempre,Gotas De Agua Dulce,2,188040,False,0.689,0.853,1,-3.455,0,0.0286,0.0186,0.0,0.142,0.937,153.933,4,rock
