,index,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster_x,PC1,PC2,PCA_EuclidianDist(Xsign),1th_Boundary
0,0,66,151565,False,0.765,0.497,1,-7.806,0,0.0402,0.492,0.366,0.143,0.457,112.195,79,-0.517205090350391,0.4624977183557743,-0.5341373416954274,-1
1,1,65,89293,False,0.72,0.422,1,-13.338,0,0.069,0.474,0.0847,0.155,0.546,112.219,79,-0.4513454455441161,0.6380492746207567,-0.6690641712761433,-1
2,2,49,259066,False,0.632,0.651,7,-8.658,0,0.0401,0.756,3.99e-06,0.726,0.652,119.567,65,-0.49514408236351654,0.7224663654706691,-0.7629241576685385,-1
3,3,49,216446,False,0.61,0.42,4,-10.889,0,0.0462,0.815,0.0,0.123,0.553,96.313,60,-0.4281342511596024,0.8136086358861176,-0.8328810382189413,-1
4,4,50,273906,False,0.58,0.33,7,-13.703,1,0.0295,0.596,1.44e-06,0.0849,0.373,136.408,50,0.434998320740289,0.44837957250525384,0.8186983207855077,1
5,5,49,244426,False,0.357,0.469,0,-11.003,1,0.043,0.848,0.000239,0.924,0.263,168.139,32,0.5443239165207859,0.29175738609407736,0.8462108819303666,1
6,6,49,112052,False,0.819,0.438,11,-10.611,1,0.303,0.378,0.0,0.37,0.809,130.099,21,0.35687006449669534,0.4613023738187837,0.7622933525048399,1
7,7,50,231866,False,0.581,0.721,9,-9.86,0,0.0441,0.612,0.000358,0.648,0.67,105.843,65,-0.5572016495816285,0.6515348697566785,-0.7203266897835493,-1
8,8,51,200826,False,0.492,0.794,5,-5.823,1,0.046,0.196,2.62e-06,0.873,0.683,167.815,36,0.3454776854386473,0.005188122876457479,0.5955002858726013,1
9,9,52,207533,False,0.633,0.551,11,-12.294,1,0.0427,0.00731,0.123,0.144,0.427,94.946,24,0.23192286763881853,0.09745596953603813,0.491678061694267,1
10,10,0,137933,False,0.499,0.215,11,-17.369,0,0.031,0.898,0.913,0.0989,0.74,132.383,47,-0.5369663071708215,0.815137546550313,-0.8641752607239588,-1
11,11,0,192026,False,0.574,0.883,9,-6.686,0,0.136,0.0606,0.0,0.0524,0.692,123.095,69,-0.6802997425738609,0.22573475955720693,-0.48591568212137487,-1
12,12,48,222732,False,0.773,0.873,1,-4.955,0,0.0486,0.482,1.87e-06,0.0995,0.636,124.968,77,-0.5087295600664284,0.42222185453654326,-0.495189135281102,-1
13,13,54,229540,False,0.556,0.537,7,-10.761,1,0.0282,0.377,0.0,0.757,0.313,95.914,34,0.3623828044694203,0.20719526762110863,0.6464847856944624,1
14,14,0,230706,False,0.446,0.752,9,-8.252,0,0.0528,0.448,4.38e-05,0.121,0.476,132.938,85,-0.607720661139532,0.39828035838782183,-0.5353422412659361,-1
15,15,50,155466,False,0.559,0.505,8,-9.446,1,0.0335,0.737,0.0,0.0878,0.776,139.12,49,0.4505066160683411,0.5441015201925778,0.8869926625578096,1
16,16,51,235385,False,0.582,0.538,2,-9.395,0,0.0353,0.636,2.23e-06,0.868,0.355,76.008,63,-0.46081553465098957,0.5669081982208759,-0.6048372465880574,-1
17,17,1,181600,False,0.568,0.396,8,-13.921,1,0.029,0.738,0.159,0.116,0.578,136.489,45,0.4641026731218776,0.5034076922811628,0.873705861493247,1
18,18,51,282891,False,0.343,0.225,1,-14.937,0,0.0384,0.957,0.000249,0.661,0.101,144.533,62,-0.3700278535965701,0.725947839228902,-0.7358036089338728,-1
19,19,51,236162,False,0.826,0.226,9,-14.557,1,0.128,0.423,0.0,0.0889,0.487,92.434,24,0.4070597116627185,0.5410102258410816,0.8511283858237327,1
20,20,48,214000,False,0.522,0.365,2,-11.031,1,0.0448,0.745,0.0,0.927,0.342,117.57,32,0.5279142280936492,0.39959202378943337,0.8745423556047318,1
21,21,50,244013,False,0.524,0.636,6,-5.884,0,0.0302,0.163,0.0,0.11,0.247,138.074,80,-0.6497684683356548,0.21741243042419667,-0.4550637243050599,-1
22,22,51,214626,False,0.564,0.856,7,-4.994,1,0.0363,0.215,0.0,0.337,0.726,120.528,21,0.30669055258549616,0.06114972022404447,0.5600389804481685,1
23,23,0,154960,False,0.457,0.224,9,-19.476,0,0.0344,0.715,1.2e-06,0.224,0.48,80.845,61,-0.44912734655313563,0.906062923475534,-0.9276862192801637,-1
24,24,50,194706,False,0.533,0.574,2,-8.145,1,0.0264,0.176,2.77e-05,0.913,0.488,107.895,39,0.40394821135921155,0.05327725355406071,0.6561148747636923,1
25,25,54,236973,False,0.616,0.833,2,-7.932,1,0.0323,0.0392,9.77e-05,0.801,0.553,104.043,38,0.3487775278480738,-0.0792312187534539,0.6039967830055127,1
26,26,52,233733,False,0.485,0.412,2,-8.516,1,0.037,0.597,0.0,0.117,0.221,91.489,55,0.45503163565317795,0.24449336455259824,0.7462215573018814,1
27,27,0,133506,False,0.548,0.412,5,-10.248,1,0.0333,0.807,0.934,0.127,0.325,79.512,47,0.3796334832461873,0.16377860355450663,0.6505857008934266,1
28,28,0,193866,False,0.817,0.743,8,-6.656,0,0.0464,0.298,0.0,0.233,0.961,123.382,84,-0.5549634642503389,0.5755630634877864,-0.6513643792678667,-1
29,29,48,197511,False,0.483,0.666,9,-9.793,1,0.0342,0.0623,0.0485,0.687,0.426,175.897,36,0.2640870467355175,-0.02823394711753774,0.5148617750339232,1
30,30,53,291022,False,0.613,0.327,7,-10.558,1,0.03,0.767,1.37e-06,0.098,0.3,140.993,50,0.44936351274680086,0.4873992101099789,0.8524478359274402,1
31,31,0,79000,False,0.797,0.415,5,-14.557,0,0.0514,0.881,0.0,0.0873,0.965,113.42,60,-0.3415885861041235,1.065065921016744,-1.0689966722192346,-1
32,32,49,222720,False,0.592,0.37,7,-9.482,0,0.0318,0.817,5.68e-05,0.107,0.209,139.862,59,-0.49833432345690537,0.7177866836548167,-0.7595312103126367,-1
33,33,0,200360,False,0.541,0.321,5,-14.418,1,0.0329,0.714,0.00345,0.101,0.549,133.537,45,0.5272779647672844,0.5227207608104477,0.9366952697088979,1
34,34,50,186160,False,0.675,0.413,0,-9.974,1,0.0338,0.791,0.0,0.0928,0.504,114.122,55,0.5620725049437806,0.4806628168879069,0.943662279008907,1
35,35,51,233293,False,0.411,0.61,9,-6.444,0,0.036,0.384,0.0,0.279,0.498,116.006,73,-0.626055473453292,0.4379049163436689,-0.577216107599342,-1
36,36,0,218066,False,0.565,0.61,0,-13.236,1,0.0372,0.568,0.0,0.245,0.921,93.504,53,0.5652443803832291,0.4076293470153683,0.9114741270571594,1
37,37,0,255093,False,0.533,0.905,4,-5.858,1,0.0612,0.238,6.12e-06,0.223,0.726,86.503,3,0.36392973618679025,0.0015278760337072983,0.6139316373828247,1
38,38,0,355440,False,0.736,0.704,11,-9.654,0,0.0398,0.278,0.0,0.0966,0.96,97.378,69,-0.5967964802493589,0.6290961955073802,-0.7183521573122781,-1
39,39,0,213573,False,0.684,0.708,9,-11.404,1,0.0299,0.513,2.19e-06,0.088,0.84,134.685,1,0.4107427988449269,0.4104076045480173,0.7778273896542017,1
40,40,0,383626,False,0.479,0.722,4,-5.615,0,0.0299,0.24,1.18e-05,0.158,0.59,126.726,84,-0.5694564700569492,0.27296560247555374,-0.4201935939493706,-1
41,41,50,175800,False,0.617,0.568,9,-10.731,0,0.0279,0.0523,2.01e-05,0.152,0.526,113.571,70,-0.6527133134891376,0.4068114590202403,-0.5724277911244152,-1
42,42,51,264506,False,0.654,0.593,0,-8.189,0,0.0284,0.043,1.36e-06,0.0555,0.555,94.561,77,-0.5429450311916203,0.29355174112093985,-0.4147160667432535,-1
43,43,0,296200,False,0.497,0.931,9,-6.104,1,0.126,0.0832,0.0,0.0513,0.95,197.08,2,0.27876108682944756,-0.02600223901455917,0.5294000409698028,1
44,44,51,336733,False,0.543,0.358,7,-8.927,1,0.151,0.546,0.0,0.226,0.441,110.457,50,0.4004432688964825,0.3517997868716949,0.739485994523028,1
45,45,0,258265,False,0.357,0.706,5,-5.879,1,0.0302,0.345,0.0021,0.307,0.389,154.651,40,0.3611031199318675,-0.03586635059262194,0.6121547339482848,1
46,46,52,329429,False,0.436,0.27,2,-17.508,1,0.0462,0.865,0.00127,0.189,0.421,140.012,54,0.5670715204898006,0.5641403176017519,0.9929049136444639,1
47,47,52,252000,False,0.54,0.394,11,-15.022,1,0.0284,0.244,0.0,0.316,0.49,136.48,24,0.3259089873034,0.32736956798037786,0.6624515044110678,1
48,48,0,193120,False,0.546,0.85,9,-8.415,1,0.0498,0.449,0.000779,0.74,0.747,100.304,4,0.36443298661039836,0.22014601125703334,0.6526807499132756,1
49,49,49,236666,False,0.665,0.562,7,-10.964,1,0.0239,0.0211,0.000437,0.294,0.568,107.467,22,0.3202304332233634,0.13146876340920982,0.5851895271845281,1
50,50,48,199906,False,0.616,0.436,9,-11.003,1,0.0288,0.246,1.28e-05,0.107,0.264,122.892,22,0.3162352792719517,0.1989493978407556,0.6001693547602913,1
51,51,49,231000,False,0.494,0.442,9,-8.764,1,0.106,0.437,0.00049,0.111,0.4,89.506,25,0.3397923889876643,0.2745880364518535,0.6505794739078852,1
52,52,48,205345,False,0.665,0.431,8,-7.119,1,0.0306,0.416,0.0,0.174,0.698,149.935,49,0.3955226712957798,0.3842984199006313,0.7512554789783308,1
53,53,49,232369,False,0.551,0.308,0,-10.455,1,0.0347,0.922,0.000211,0.109,0.536,101.146,55,0.5966709956980988,0.5735476215217439,1.0226478617342627,1
54,54,49,264080,False,0.71,0.447,0,-9.281,1,0.0306,0.0987,9.36e-05,0.105,0.543,125.947,30,0.4361111778015738,0.12188400527087459,0.6968531115271951,1
55,55,48,187216,False,0.764,0.386,7,-9.049,0,0.0698,0.71,3.08e-05,0.0848,0.345,77.064,59,-0.5037980502327513,0.7649595257978954,-0.8059631048695015,-1
56,56,50,256720,False,0.567,0.494,7,-11.309,1,0.046,0.245,0.00132,0.712,0.547,175.448,36,0.3711329458190187,0.20698081635375284,0.6547115355026807,1
57,57,47,201404,False,0.683,0.541,5,-8.623,1,0.0448,0.565,1.48e-06,0.244,0.657,139.967,51,0.4506775803812376,0.3894985406929158,0.8016596440203391,1
58,58,47,195344,False,0.656,0.548,9,-5.796,0,0.0276,0.247,0.0,0.104,0.103,133.064,71,-0.668697726923332,0.3214686098087619,-0.5278729521609751,-1
59,59,47,176680,False,0.383,0.145,2,-14.822,1,0.0314,0.929,6.72e-06,0.111,0.337,145.069,54,0.5825537977450524,0.5813685148211117,1.0154482636574917,1
60,60,47,199020,False,0.679,0.329,3,-10.705,1,0.0325,0.585,0.0,0.138,0.656,97.056,51,0.5137870948572507,0.5078489833743802,0.9172138879153926,1
61,61,49,221669,False,0.519,0.743,9,-7.7,1,0.122,0.416,0.0,0.0853,0.778,185.842,20,0.33243541372967356,0.2203121869795471,0.6227105835764853,1
62,62,49,306813,False,0.467,0.694,7,-6.637,1,0.0304,0.46,0.0,0.747,0.336,91.008,34,0.34051875184699465,0.11801670314143692,0.6021962624454809,1
63,63,49,211706,False,0.563,0.562,7,-8.621,0,0.0268,0.139,0.0,0.145,0.314,149.984,80,-0.6379312210768819,0.306487121138764,-0.4943935554900853,-1
64,64,47,185500,False,0.549,0.599,11,-6.791,1,0.0313,0.283,0.0,0.153,0.711,157.737,20,0.30291708137668594,0.2425367047540952,0.6037725996027709,1
65,65,47,162677,False,0.624,0.549,4,-8.035,1,0.0364,0.746,0.0,0.0881,0.528,84.976,51,0.4749360422264436,0.4267171572478844,0.841201401335409,1
66,66,47,157647,False,0.762,0.782,8,-4.169,0,0.15,0.306,0.0,0.161,0.602,102.058,75,-0.6372208438035496,0.40963097028664536,-0.5636821034004108,-1
67,67,49,141400,False,0.574,0.89,6,-5.789,0,0.041,0.082,0.0,0.0741,0.83,97.9,74,-0.6397322759605855,0.296479080170547,-0.48968468620551286,-1
68,68,47,198071,False,0.566,0.517,1,-8.99,1,0.0277,0.65,0.0,0.108,0.503,179.861,55,0.5047674802692979,0.30666807937782264,0.8146896710903775,1
69,69,49,209226,False,0.454,0.803,5,-7.768,0,0.0403,0.0378,1.03e-06,0.19,0.403,106.251,80,-0.6627995436904993,0.1354979919192094,-0.43446883557422455,-1
70,70,49,127720,False,0.518,0.617,7,-5.353,1,0.152,0.836,0.0,0.0801,0.93,204.767,49,0.45984428522411713,0.4802837484238659,0.8570597343624405,1
71,71,47,250400,False,0.668,0.36,1,-19.89,1,0.0483,0.0933,3.3e-06,0.664,0.979,154.385,29,0.5181495623597071,0.39454153310460205,0.8635489398395086,1
72,72,50,158266,False,0.71,0.823,0,-8.713,1,0.0901,0.467,0.0,0.0982,0.967,143.138,51,0.48854918149985793,0.2732024658724748,0.7874607805172973,1
73,73,50,203466,False,0.56,0.783,7,-5.695,1,0.0249,0.136,1.18e-05,0.329,0.734,94.008,21,0.30564784538255774,0.07331618075167512,0.5604639064545469,1
74,74,50,215426,False,0.43,0.744,7,-7.924,1,0.0707,0.0491,0.0,0.295,0.812,172.522,20,0.30106010000925,0.015282483280437409,0.5512719729112133,1
75,75,49,298453,False,0.601,0.899,9,-6.713,1,0.0651,0.213,0.0,0.721,0.779,170.098,36,0.29116214529409634,0.07833644259450073,0.5468025838798406,1
76,76,48,285360,False,0.277,0.427,7,-9.124,1,0.0308,0.703,0.000221,0.267,0.561,145.24,50,0.433376354314684,0.3815782446697673,0.7826909980584223,1
77,77,48,206585,False,0.551,0.254,11,-7.968,1,0.0282,0.917,7.77e-06,0.104,0.382,94.616,46,0.43068989575991146,0.6383418957647495,0.9331768910973811,1
78,78,49,267120,False,0.582,0.813,0,-4.558,1,0.0295,0.0819,0.00119,0.902,0.345,109.934,38,0.3579300846347374,-0.19282405480659975,0.6377774720982684,1
79,79,49,235626,False,0.386,0.819,0,-7.89,1,0.0523,0.131,8.36e-06,0.365,0.817,172.034,30,0.40279172126526475,-0.05846383641405656,0.6554044945838536,1
80,80,47,353346,False,0.664,0.28,2,-7.606,0,0.0362,0.779,0.0,0.159,0.41,115.116,61,-0.4100262525147822,0.7537946174255707,-0.7705937494904092,-1
81,81,48,312733,False,0.441,0.33,2,-11.733,1,0.0352,0.892,1.5e-05,0.922,0.381,142.014,32,0.5598351046072866,0.4753542977360464,0.9390391924890167,1
82,82,46,167266,False,0.659,0.47,0,-7.808,1,0.0272,0.611,0.0092,0.102,0.579,145.988,55,0.5250118595226146,0.34719582043833436,0.8492280730937649,1
83,83,48,213133,False,0.655,0.759,0,-9.235,1,0.25,0.249,0.0,0.18,0.707,97.455,29,0.4164504134855077,0.06816693949490032,0.669927522404555,1
84,84,47,243466,False,0.505,0.346,2,-10.3,1,0.0263,0.6,2.5e-06,0.0787,0.377,92.412,55,0.48855956346528684,0.3504818777557849,0.8175009329788291,1
85,85,47,241666,False,0.492,0.775,2,-9.836,0,0.0373,0.653,0.0469,0.41,0.811,155.835,77,-0.4588187726830224,0.5632553988631517,-0.6007178407316799,-1
86,86,0,249866,False,0.558,0.683,7,-6.061,1,0.0807,0.0248,7.85e-05,0.062,0.624,79.508,3,0.3013127074635338,-0.007752888057676821,0.5513672176363107,1
87,87,0,253666,False,0.617,0.771,7,-8.601,1,0.0328,0.00832,0.000115,0.301,0.881,140.211,3,0.33379897675840253,0.06353807531356012,0.5872463982679753,1
88,88,48,242000,False,0.759,0.389,11,-13.917,0,0.0648,0.00171,0.00175,0.1,0.68,136.059,70,-0.637296142917947,0.5839048022174949,-0.7006733335669131,-1
89,89,47,240613,False,0.636,0.607,8,-5.054,1,0.0243,0.522,1.1e-05,0.0978,0.423,93.144,50,0.35267756837897246,0.26456089964329366,0.6581889706210975,1
90,90,48,228413,False,0.509,0.623,7,-10.397,1,0.0663,0.41,3.61e-06,0.893,0.496,105.736,34,0.373331557878409,0.21551490215776709,0.6595368860793126,1
91,91,50,195066,False,0.325,0.947,2,-7.304,1,0.115,0.174,0.0,0.116,0.593,202.846,30,0.33054793983139497,-0.19117266960110074,0.6112142832467912,1
92,92,0,188506,False,0.585,0.7,11,-8.591,0,0.0847,0.085,0.245,0.103,0.951,177.588,69,-0.6703415998243334,0.3648791111390312,-0.5566182051357011,-1
93,93,48,261666,False,0.752,0.661,2,-6.133,1,0.0292,0.496,4.58e-05,0.0746,0.842,124.725,51,0.47250255147205134,0.33692564889030885,0.7972006207748334,1
94,94,48,264533,False,0.435,0.708,9,-8.022,0,0.0375,0.649,0.0021,0.741,0.729,95.75,65,-0.5547387796539169,0.6355368306770683,-0.7048211028140483,-1
95,95,0,273426,False,0.706,0.8,9,-9.421,0,0.0516,0.0332,0.037,0.0488,0.725,122.396,69,-0.6546642324748645,0.33166434813970364,-0.5232154249173142,-1
96,96,48,290733,False,0.589,0.432,10,-14.089,0,0.0361,0.00919,0.195,0.0949,0.605,124.084,70,-0.6673933752596902,0.4385747684880272,-0.6054461638040192,-1
97,97,0,221733,False,0.536,0.399,10,-7.579,1,0.0319,0.307,0.000327,0.105,0.476,81.371,42,0.3441716754751102,0.25829236216178797,0.6478849622332779,1
98,98,0,261359,False,0.807,0.457,7,-10.013,1,0.0374,0.66,0.0391,0.181,0.418,122.518,42,0.45392865798987614,0.4372215466167316,0.8286605073040194,1
99,99,0,224373,False,0.754,0.495,0,-10.966,1,0.0322,0.106,0.00316,0.0685,0.807,140.244,53,0.48787496592835566,0.19527757416708644,0.7632776665908377,1
100,100,45,78184,False,0.519,0.685,9,-7.171,1,0.0955,0.373,0.0,0.0629,0.745,115.929,50,0.33248855746712036,0.24252140282663837,0.6309592303858684,1
101,101,47,387720,False,0.634,0.859,2,-5.832,1,0.0567,0.539,3.2e-05,0.693,0.64,112.942,39,0.43313780161125115,0.16013676460583956,0.7016559266254929,1
102,102,47,197226,False,0.751,0.444,0,-13.842,0,0.0377,0.434,0.0,0.303,0.956,116.401,77,-0.38259361371921974,0.7670296685639917,-0.7784057931802079,-1
103,103,47,221995,True,0.703,0.347,2,-10.079,1,0.0552,0.593,1.54e-06,0.163,0.385,127.897,105,0.41628854679447536,-0.02030962394699526,0.6665980111089157,1
104,104,47,292906,False,0.592,0.42,0,-7.99,1,0.0358,0.402,0.0,0.101,0.441,146.004,27,0.47447455024318674,0.19418554402257104,0.7500475981278852,1
105,105,46,179841,True,0.817,0.565,7,-7.947,1,0.261,0.474,0.0,0.158,0.718,125.976,105,0.31142856152147746,-0.04132111570412922,0.5629471238891885,1
106,106,47,214054,False,0.672,0.28,11,-14.714,0,0.0286,0.964,0.0157,0.0843,0.312,139.958,59,-0.48508794546630396,0.9830619311210961,-1.0107804422935311,-1
107,107,47,304866,False,0.585,0.574,5,-8.751,1,0.0925,0.565,0.0,0.368,0.895,91.096,51,0.45790285961463806,0.43241866506498106,0.8295253827021583,1
108,108,46,202213,False,0.654,0.707,9,-5.103,0,0.0326,0.263,0.0,0.0736,0.7,126.038,75,-0.6327304408690354,0.45728162218189583,-0.5963128980267929,-1
109,109,47,335626,False,0.561,0.663,2,-7.047,0,0.068,0.61,1.91e-05,0.811,0.651,79.596,63,-0.46678077420074604,0.5558185342656732,-0.5965971396984033,-1
110,110,46,257701,False,0.446,0.442,8,-7.367,0,0.0266,0.684,0.0,0.0891,0.469,144.994,59,-0.5339541584580517,0.6493020816646802,-0.7086770472928464,-1
111,111,45,238306,False,0.676,0.5,11,-8.432,0,0.0412,0.422,0.0,0.12,0.124,117.987,71,-0.6486340074083086,0.49374446121369575,-0.6345807000229444,-1
112,112,46,187274,False,0.45,0.679,1,-8.659,0,0.0683,0.224,0.00114,0.107,0.263,131.758,79,-0.5700301891938628,0.18321093841974673,-0.36876221329212117,-1
113,113,47,174957,False,0.76,0.65,4,-5.882,1,0.026,0.0251,0.000904,0.518,0.906,105.951,21,0.3786186641286121,0.15145276480326472,0.6466060352775822,1
114,114,48,188853,False,0.688,0.601,2,-9.324,1,0.0442,0.0905,0.000513,0.952,0.643,81.128,38,0.4109700678059661,0.11386602659085296,0.6707062714385578,1
115,115,45,219215,False,0.601,0.416,0,-9.821,1,0.0299,0.17,4.73e-05,0.0994,0.151,79.96,27,0.4123274964422007,0.030947218983699565,0.6630501058790492,1
116,116,46,209876,False,0.549,0.586,7,-8.13,1,0.0524,0.825,0.0,0.155,0.867,112.987,49,0.4723030483111085,0.5597619733410982,0.9138135260534503,1
117,117,44,246746,False,0.694,0.648,9,-9.311,0,0.0507,0.022,0.000623,0.708,0.494,140.069,64,-0.661716707864243,0.3298403220832273,-0.527546477200386,-1
118,118,45,184682,False,0.551,0.509,0,-8.05,0,0.0339,0.673,3.66e-06,0.211,0.552,160.018,61,-0.41466269890387925,0.5890520733259698,-0.6116339996271735,-1
119,119,47,240585,False,0.602,0.889,7,-6.072,1,0.0717,0.15,3.31e-05,0.3,0.408,137.986,6,0.2632620736260274,-0.08791948196679689,0.520737737764606,1
120,120,46,195000,False,0.65,0.361,7,-10.614,1,0.0328,0.722,0.0,0.097,0.54,132.839,50,0.46734297851242734,0.5447448333752878,0.9007374102978908,1
121,121,48,241400,False,0.508,0.608,2,-8.915,1,0.034,0.197,0.00297,0.103,0.312,160.212,27,0.37233783981852253,-0.029372077366718874,0.6230305817524703,1
122,122,47,223933,False,0.42,0.542,7,-13.097,1,0.036,0.02,0.0471,0.185,0.72,129.726,22,0.32431431304342917,0.11601494895400297,0.5859150096621061,1
123,123,45,215736,False,0.548,0.323,11,-9.942,1,0.0256,0.721,0.0,0.0841,0.382,94.834,46,0.39337789770537324,0.5285116257206323,0.8326221578709344,1
124,124,47,199500,False,0.708,0.549,10,-7.428,1,0.0276,0.161,0.0,0.113,0.519,121.995,21,0.2910184213115784,0.19395181176347404,0.574733188083659,1
125,125,46,230746,False,0.718,0.498,8,-7.171,0,0.031,0.286,0.000326,0.157,0.767,138.111,75,-0.569050193009609,0.6028751896643069,-0.6820934833087344,-1
126,126,48,177466,False,0.572,0.567,11,-12.398,0,0.0388,0.0435,0.129,0.0966,0.768,81.917,70,-0.674073113489037,0.4816237878223186,-0.6417160420159398,-1
127,127,47,249132,False,0.637,0.91,7,-3.651,1,0.0589,0.624,0.0,0.115,0.87,168.029,49,0.382949592665083,0.2771676871788267,0.6909754797899521,1
128,128,45,201613,False,0.567,0.484,1,-8.201,0,0.0397,0.805,0.0,0.881,0.843,80.557,63,-0.3630975673850998,0.8072087367557721,-0.8150932489251009,-1
129,129,46,235933,False,0.728,0.52,1,-11.185,1,0.0277,0.241,0.000104,0.118,0.843,98.059,29,0.4756550993454566,0.31247060272340565,0.7900716428099371,1
130,130,47,352306,False,0.614,0.949,5,-6.93,0,0.0386,0.146,2.17e-06,0.472,0.67,107.955,64,-0.6285153058602968,0.24983960150687184,-0.4535346329131068,-1
131,131,46,235866,False,0.501,0.864,7,-8.877,1,0.0926,0.771,0.00384,0.979,0.745,102.493,31,0.4241073137781476,0.3567402815602042,0.7626823054043169,1
132,132,48,211706,False,0.642,0.797,6,-7.173,0,0.0286,0.0899,1.38e-05,0.732,0.563,110.055,64,-0.6307747497277861,0.2753125096645284,-0.46987912063427467,-1
133,133,46,225517,False,0.486,0.399,5,-7.754,1,0.0369,0.792,6.46e-05,0.132,0.459,115.028,55,0.47556129409028935,0.4419387511980607,0.8495581506244742,1
134,134,47,201137,False,0.429,0.129,2,-12.562,1,0.0481,0.961,0.0,0.14,0.496,200.122,54,0.6017370234646843,0.6206345269860329,1.0538705675877171,1
135,135,47,232973,False,0.421,0.653,9,-6.98,1,0.0487,0.318,0.0,0.377,0.409,133.596,25,0.29460840077073625,0.0816333684506306,0.550692579425813,1
136,136,47,207533,False,0.253,0.831,9,-5.41,1,0.0456,0.012,6.62e-05,0.508,0.657,189.72,9,0.23176313795352477,-0.15291082942349637,0.5054477647055218,1
137,137,47,262040,False,0.339,0.624,8,-4.755,1,0.0313,0.421,1.36e-05,0.126,0.408,200.332,44,0.31790305914460215,0.06560787803653703,0.5716802237669715,1
138,138,47,267906,False,0.525,0.774,4,-8.649,1,0.0451,0.121,0.0,0.935,0.721,77.083,36,0.3605044351480121,0.048505813699311506,0.6124283462561361,1
139,139,0,295133,False,0.584,0.46,11,-9.491,0,0.0336,0.774,9.21e-05,0.147,0.681,151.995,59,-0.5052592551654702,0.8254119844170417,-0.8639804577459546,-1
140,140,0,247426,False,0.431,0.366,4,-12.371,0,0.0354,0.689,0.0,0.434,0.258,112.096,62,-0.44663348128077907,0.6044158112718582,-0.6355967266089536,-1
141,141,45,237280,False,0.466,0.613,9,-8.69,1,0.0284,0.43,7.06e-05,0.246,0.384,79.755,25,0.3233675731656408,0.20417525860455593,0.6086361065399372,1
142,142,0,232786,False,0.396,0.44,0,-9.062,1,0.0459,0.915,5.1e-05,0.697,0.18,105.145,32,0.5646345917053225,0.3022358787816696,0.868893574855877,1
143,143,47,424786,False,0.326,0.581,0,-10.868,1,0.0384,0.286,0.000205,0.691,0.614,105.032,39,0.4498846143775598,0.08607341073904115,0.7051575040220994,1
144,144,46,218535,False,0.762,0.441,4,-12.038,1,0.0429,0.415,0.0,0.157,0.584,120.082,51,0.4564650353602461,0.38670221927739307,0.8053765905342759,1
145,145,0,261600,False,0.491,0.498,2,-7.658,1,0.0821,0.3,0.0,0.0734,0.478,143.721,58,0.4338977227702623,0.07810761139807659,0.6883435872939208,1
146,146,0,134973,False,0.728,0.333,9,-16.162,1,0.0791,0.69,0.0,0.0653,0.399,111.673,45,0.46372537987803164,0.5730157783694894,0.9152873866400827,1
147,147,0,163693,False,0.668,0.63,4,-6.368,1,0.041,0.256,0.0267,0.162,0.904,143.041,3,0.4319053297273795,0.208364895050543,0.7130293179105821,1
148,148,46,174760,False,0.493,0.819,4,-7.757,0,0.117,0.575,0.0,0.724,0.624,158.143,63,-0.5235767495020244,0.43603375060927385,-0.5147520466578873,-1
149,149,46,179866,False,0.377,0.585,5,-8.894,1,0.0336,0.366,0.00451,0.242,0.579,119.943,23,0.3869136640078621,0.1657775216414921,0.6581346382629585,1
150,150,45,228093,False,0.598,0.593,11,-7.012,0,0.0732,0.76,0.0,0.107,0.336,89.059,59,-0.5925572305400953,0.665216762138031,-0.748237126066801,-1
151,151,45,314026,False,0.424,0.056,4,-20.06,0,0.0517,0.898,0.000105,0.11,0.17,104.472,61,-0.3834872603604822,0.9125356541979353,-0.9222473468983258,-1
152,152,45,211816,False,0.622,0.33,8,-6.492,1,0.0291,0.464,0.0,0.0624,0.376,122.87,50,0.38044424184102477,0.3332728766558158,0.7131134218235884,1
153,153,45,222911,False,0.779,0.372,10,-10.136,1,0.0333,0.635,0.000167,0.114,0.314,113.921,50,0.3917442588248131,0.4905752913132688,0.8077746035755935,1
154,154,46,180946,False,0.391,0.286,6,-10.177,0,0.0572,0.733,0.0,0.0948,0.486,58.478,60,-0.47328379268439885,0.7670439642166178,-0.7988817779350544,-1
155,155,45,217375,False,0.644,0.418,8,-8.199,1,0.0283,0.402,5.34e-06,0.0959,0.245,139.898,50,0.35265142430535323,0.23856859125825336,0.6481540804100662,1
156,156,45,236970,False,0.641,0.314,10,-13.932,0,0.032,0.96,3.61e-05,0.0991,0.335,132.983,59,-0.47648071569238215,0.9510457649435555,-0.9776408142040748,-1
157,157,45,252306,False,0.716,0.494,4,-14.118,1,0.0288,0.62,1.28e-05,0.303,0.805,129.864,51,0.5157190499339127,0.5491728333330467,0.9422931944478534,1
158,158,46,184914,False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,22,0.33130652835060426,0.1342389942563554,0.5966048838904939,1
159,159,45,258626,False,0.557,0.82,7,-9.992,0,0.0504,0.687,0.00172,0.93,0.848,173.183,65,-0.5040952638038515,0.6475685018176086,-0.6956359447540438,-1
160,160,46,167507,False,0.741,0.844,1,-5.478,0,0.0547,0.161,2.94e-06,0.109,0.948,95.066,77,-0.5314658119063472,0.3828165094183966,-0.4751541677765066,-1
